     1.035177    -0.105922    -0.000000     0.003686     0.001409     0.013822    -0.035274    -0.000000     0.010094     0.058425
     0.013815    -0.054397    -0.054397     0.013815    -0.000487     0.001589     0.000000     0.002134    -0.000149    -0.000392
     0.001252    -0.000000     0.003592    -0.000332     0.000017     0.000671     0.000671     0.000017
    -0.105922     0.401027     0.000000    -0.021777    -0.019750    -0.035274     0.050316     0.000000    -0.045187    -0.143631
    -0.045590     0.141636     0.141636    -0.045590     0.001589    -0.005711     0.000000    -0.007682     0.000487     0.001252
    -0.003598    -0.000000    -0.010816     0.000813    -0.000137    -0.002096    -0.002096    -0.000137
    -0.000000     0.000000     0.307618    -0.000000     0.000000    -0.000000    -0.000000     0.001111    -0.000000    -0.000000
    -0.034606     0.239245    -0.239245     0.034606     0.000000     0.000000    -0.002262    -0.000000    -0.000000     0.000000
     0.000000    -0.000103    -0.000000    -0.000000     0.000019    -0.001719     0.001719    -0.000019
     0.003686    -0.021777    -0.000000     0.400223     0.023185     0.010094    -0.045187    -0.000000     0.398631    -0.034139
     0.006059     0.018614     0.018614     0.006059    -0.002134     0.007682     0.000000     0.020572     0.001566    -0.003592
     0.010816    -0.000000     0.020160    -0.000063     0.003487     0.001733     0.001733     0.003487
     0.001409    -0.019750     0.000000     0.023185     0.308099    -0.058425     0.143631    -0.000000     0.034139    -0.231266
    -0.051351    -0.139388    -0.139388    -0.051351    -0.000149     0.000487    -0.000000    -0.001566    -0.001891     0.000332
    -0.000813     0.000000    -0.000063     0.001124     0.000117     0.001214     0.001214     0.000117
     0.013822    -0.035274    -0.000000     0.010094    -0.058425     1.035177    -0.105922     0.000000     0.003686    -0.001409
    -0.054397     0.013815     0.013815    -0.054397    -0.000392     0.001252    -0.000000     0.003592     0.000332    -0.000487
     0.001589    -0.000000     0.002134     0.000149     0.000671     0.000017     0.000017     0.000671
    -0.035274     0.050316    -0.000000    -0.045187     0.143631    -0.105922     0.401027    -0.000000    -0.021777     0.019750
     0.141636    -0.045590    -0.045590     0.141636     0.001252    -0.003598     0.000000    -0.010816    -0.000813     0.001589
    -0.005711     0.000000    -0.007682    -0.000487    -0.002096    -0.000137    -0.000137    -0.002096
    -0.000000     0.000000     0.001111    -0.000000    -0.000000     0.000000    -0.000000     0.307618    -0.000000    -0.000000
     0.239245    -0.034606     0.034606    -0.239245     0.000000     0.000000    -0.000103    -0.000000     0.000000     0.000000
     0.000000    -0.002262    -0.000000     0.000000    -0.001719     0.000019    -0.000019     0.001719
     0.010094    -0.045187    -0.000000     0.398631     0.034139     0.003686    -0.021777    -0.000000     0.400223    -0.023185
     0.018614     0.006059     0.006059     0.018614    -0.003592     0.010816     0.000000     0.020160     0.000063    -0.002134
     0.007682     0.000000     0.020572    -0.001566     0.001733     0.003487     0.003487     0.001733
     0.058425    -0.143631    -0.000000    -0.034139    -0.231266    -0.001409     0.019750    -0.000000    -0.023185     0.308099
     0.139388     0.051351     0.051351     0.139388    -0.000332     0.000813     0.000000     0.000063     0.001124     0.000149
    -0.000487    -0.000000     0.001566    -0.001891    -0.001214    -0.000117    -0.000117    -0.001214
     0.013815    -0.045590    -0.034606     0.006059    -0.051351    -0.054397     0.141636     0.239245     0.018614     0.139388
     0.300898    -0.044651     0.064380    -0.079420     0.000017    -0.000137     0.000019    -0.003487     0.000117     0.000671
    -0.002096    -0.001719    -0.001733    -0.001214    -0.002484     0.000405     0.000239     0.000112
    -0.054397     0.141636     0.239245     0.018614    -0.139388     0.013815    -0.045590    -0.034606     0.006059     0.051351
    -0.044651     0.300898    -0.079420     0.064380     0.000671    -0.002096    -0.001719    -0.001733     0.001214     0.000017
    -0.000137     0.000019    -0.003487    -0.000117     0.000405    -0.002484     0.000112     0.000239
    -0.054397     0.141636    -0.239245     0.018614    -0.139388     0.013815    -0.045590     0.034606     0.006059     0.051351
     0.064380    -0.079420     0.300898    -0.044651     0.000671    -0.002096     0.001719    -0.001733     0.001214     0.000017
    -0.000137    -0.000019    -0.003487    -0.000117     0.000239     0.000112    -0.002484     0.000405
     0.013815    -0.045590     0.034606     0.006059    -0.051351    -0.054397     0.141636    -0.239245     0.018614     0.139388
    -0.079420     0.064380    -0.044651     0.300898     0.000017    -0.000137    -0.000019    -0.003487     0.000117     0.000671
    -0.002096     0.001719    -0.001733    -0.001214     0.000112     0.000239     0.000405    -0.002484
    -0.000487     0.001589     0.000000    -0.002134    -0.000149    -0.000392     0.001252     0.000000    -0.003592    -0.000332
     0.000017     0.000671     0.000671     0.000017     1.035177    -0.105922     0.000000    -0.003686     0.001409     0.013822
    -0.035274    -0.000000    -0.010094     0.058425     0.013815    -0.054397    -0.054397     0.013815
     0.001589    -0.005711     0.000000     0.007682     0.000487     0.001252    -0.003598     0.000000     0.010816     0.000813
    -0.000137    -0.002096    -0.002096    -0.000137    -0.105922     0.401027     0.000000     0.021777    -0.019750    -0.035274
     0.050316    -0.000000     0.045187    -0.143631    -0.045590     0.141636     0.141636    -0.045590
     0.000000     0.000000    -0.002262     0.000000    -0.000000    -0.000000     0.000000    -0.000103     0.000000     0.000000
     0.000019    -0.001719     0.001719    -0.000019     0.000000     0.000000     0.307618     0.000000     0.000000     0.000000
    -0.000000     0.001111    -0.000000     0.000000    -0.034606     0.239245    -0.239245     0.034606
     0.002134    -0.007682    -0.000000     0.020572    -0.001566     0.003592    -0.010816    -0.000000     0.020160     0.000063
    -0.003487    -0.001733    -0.001733    -0.003487    -0.003686     0.021777     0.000000     0.400223    -0.023185    -0.010094
     0.045187     0.000000     0.398631     0.034139    -0.006059    -0.018614    -0.018614    -0.006059
